$Data, $aa, $acap, $aexp, $b, $cplx, $docu, $etat, $flex, $kloc, $ltex, $pcap, $pcon, $plex, $pmat, $pr, $prec, $pvol, $rely, $resl, $ruse, $sced, $site, $stor, $team, $time, $tool, <effort, <months, <defects, <risks
4.7, 2.564, 4.661, 2.803, 8.789, 3.096, 4.987, 5.218, 1.367, 18.023, 1.463, 4.4, 4.029, 3.964, 2.609, 2.083, 3.101, 4.452, 2.227, 2.499, 3.652, 3.0, 2.765, 3.427, 1.173, 3.189, 2.0, 125.193, 16.664, 500.171, 1.877
4.88, 2.84, 4.337, 2.908, 6.398, 1.228, 3.711, 3.712, 1.534, 101.744, 3.702, 4.946, 1.904, 1.728, 2.409, 5.783, 4.06, 4.912, 3.58, 3.039, 5.362, 3.0, 5.429, 3.799, 1.852, 3.745, 2.0, 361.464, 22.483, 2420.242, 1.609
3.26, 5.789, 4.475, 3.309, 7.534, 1.702, 2.407, 5.301, 3.067, 92.48, 3.821, 4.688, 1.382, 3.508, 2.345, 4.8, 2.664, 4.025, 2.305, 3.397, 5.955, 3.0, 4.799, 3.924, 4.216, 3.458, 2.0, 254.629, 19.652, 1170.988, 2.145
4.575, 1.801, 4.063, 3.676, 9.87, 2.349, 1.426, 2.846, 3.823, 122.497, 1.532, 3.678, 3.495, 3.2, 2.852, 2.753, 2.296, 2.356, 1.161, 4.919, 3.911, 3.0, 4.265, 3.638, 1.02, 3.982, 2.0, 196.022, 18.349, 6086.13, 1.877
3.742, 2.038, 4.677, 4.016, 6.359, 3.45, 2.472, 4.048, 1.119, 96.555, 3.331, 3.252, 1.086, 1.775, 2.082, 2.738, 3.864, 3.123, 3.559, 1.812, 4.235, 3.0, 4.373, 3.504, 1.902, 3.56, 2.0, 531.937, 25.73, 5578.911, 0.0
4.211, 3.683, 3.618, 3.429, 6.185, 2.856, 3.794, 5.511, 4.256, 61.575, 1.356, 3.029, 2.561, 1.465, 2.397, 5.423, 3.032, 3.206, 1.284, 2.93, 4.093, 3.0, 3.513, 3.681, 1.933, 3.276, 2.0, 411.753, 23.303, 2441.225, 1.34
4.624, 3.377, 3.014, 3.664, 7.2, 2.493, 1.781, 4.044, 2.345, 57.086, 3.416, 4.637, 4.373, 3.897, 2.516, 2.183, 1.909, 3.84, 3.114, 3.743, 4.28, 3.0, 3.674, 3.718, 1.302, 3.16, 2.0, 241.873, 20.111, 1886.166, 0.0
4.453, 2.94, 3.574, 3.765, 4.107, 2.914, 4.344, 1.133, 1.671, 173.189, 3.852, 3.067, 2.123, 3.942, 2.263, 1.755, 2.341, 4.669, 1.721, 1.184, 2.477, 3.0, 3.904, 3.671, 3.353, 3.797, 2.0, 861.915, 30.061, 10753.324, 1.072
2.329, 3.734, 3.27, 2.647, 7.789, 3.46, 4.112, 4.855, 4.663, 148.563, 3.628, 3.253, 4.285, 2.29, 2.01, 3.193, 1.982, 2.712, 1.5, 3.683, 2.752, 3.0, 5.546, 3.98, 2.555, 3.104, 2.0, 350.284, 22.113, 2170.924, 1.072
3.591, 4.022, 4.512, 4.146, 3.251, 2.776, 1.132, 1.724, 1.441, 110.63, 1.305, 4.423, 3.996, 3.967, 2.273, 5.927, 4.12, 3.536, 2.673, 2.439, 2.386, 3.0, 5.188, 3.143, 3.343, 3.498, 2.0, 161.354, 17.394, 1034.578, 1.072
2.232, 2.271, 3.808, 2.923, 4.677, 1.769, 1.773, 4.625, 2.215, 71.181, 2.57, 4.118, 1.867, 1.424, 2.646, 2.882, 4.475, 4.897, 3.963, 4.427, 4.866, 3.0, 3.995, 3.163, 2.553, 3.577, 2.0, 295.827, 20.616, 1888.042, 0.536
2.192, 3.976, 3.092, 4.222, 4.364, 2.584, 2.846, 1.325, 2.802, 232.611, 3.503, 4.342, 1.222, 2.698, 2.272, 1.278, 2.024, 3.414, 3.946, 3.401, 5.408, 3.0, 3.606, 3.364, 2.281, 3.579, 2.0, 1323.28, 33.384, 16470.294, 0.0
2.537, 5.167, 4.402, 2.719, 4.012, 3.066, 2.633, 2.355, 1.393, 296.557, 1.551, 4.622, 2.617, 1.076, 2.522, 1.76, 1.878, 3.881, 3.501, 1.885, 3.461, 3.0, 2.481, 3.639, 1.55, 3.772, 2.0, 1761.871, 37.488, 34592.194, 0.804
2.658, 4.127, 4.168, 2.247, 9.016, 1.755, 2.378, 2.149, 4.731, 211.397, 2.526, 4.664, 1.529, 2.875, 2.934, 2.574, 2.47, 2.648, 1.526, 4.742, 5.341, 3.0, 1.873, 3.78, 1.802, 3.356, 2.0, 583.476, 25.036, 13144.645, 4.29
2.216, 4.705, 3.558, 2.246, 4.96, 1.641, 2.292, 2.469, 4.533, 99.078, 1.048, 3.032, 1.517, 2.042, 2.579, 2.151, 1.925, 2.724, 3.664, 4.234, 5.222, 3.0, 2.378, 3.534, 1.557, 3.04, 2.0, 715.048, 27.094, 9378.369, 1.072
2.42, 1.394, 3.909, 2.693, 7.706, 3.148, 4.365, 3.994, 4.034, 236.152, 2.904, 4.6, 4.273, 2.348, 2.693, 3.796, 4.731, 3.979, 2.675, 3.679, 4.063, 3.0, 1.197, 3.468, 2.017, 3.225, 2.0, 1017.215, 29.399, 5424.375, 0.804
2.601, 5.031, 4.589, 4.181, 8.339, 2.915, 4.554, 4.006, 3.507, 213.547, 1.192, 3.454, 4.499, 3.47, 2.179, 4.318, 3.143, 4.726, 2.204, 4.548, 4.721, 3.0, 4.507, 3.989, 2.895, 3.953, 2.0, 565.207, 24.82, 2354.974, 0.804
4.676, 2.579, 3.475, 4.874, 8.545, 3.763, 1.794, 5.947, 4.808, 229.478, 1.613, 4.47, 3.568, 1.025, 2.138, 2.383, 4.163, 3.876, 1.255, 3.272, 4.508, 3.0, 2.941, 3.906, 3.343, 3.646, 2.0, 1067.056, 29.926, 7819.454, 1.609
3.886, 2.782, 3.913, 2.695, 4.559, 1.049, 4.069, 4.896, 3.464, 354.812, 2.512, 3.594, 1.165, 3.63, 2.077, 4.044, 1.43, 4.198, 2.552, 4.654, 3.161, 3.0, 3.113, 3.101, 4.263, 3.642, 2.0, 1408.026, 33.215, 5263.011, 0.0
2.372, 5.306, 4.125, 3.051, 3.493, 3.924, 2.001, 1.512, 3.118, 40.501, 3.367, 4.936, 3.784, 1.984, 2.647, 1.186, 2.237, 3.409, 3.875, 1.567, 3.356, 3.0, 4.314, 3.461, 1.517, 3.801, 2.0, 103.476, 15.655, 2203.204, 0.0
3.078, 4.198, 3.728, 2.376, 3.008, 1.424, 2.464, 3.898, 2.876, 73.538, 2.802, 3.011, 3.776, 1.578, 2.515, 1.216, 4.667, 3.141, 3.042, 1.743, 3.811, 3.0, 5.511, 3.352, 1.273, 3.525, 2.0, 217.162, 19.016, 2180.582, 0.536
4.675, 3.191, 3.711, 3.166, 8.641, 3.778, 2.35, 3.83, 4.966, 117.112, 3.385, 3.377, 2.085, 3.436, 2.215, 1.517, 2.319, 3.75, 3.335, 2.02, 5.034, 3.0, 2.054, 3.41, 4.217, 3.114, 2.0, 852.302, 28.17, 9169.784, 0.0
2.502, 3.715, 3.981, 4.934, 8.177, 2.488, 1.817, 3.044, 3.263, 384.558, 3.426, 3.281, 3.57, 3.46, 2.685, 3.137, 3.888, 3.242, 3.546, 4.252, 3.82, 3.0, 4.048, 3.995, 2.462, 3.7, 2.0, 615.853, 25.605, 4663.447, 0.0
4.342, 3.503, 3.622, 4.616, 6.91, 2.152, 3.624, 3.107, 3.768, 169.28, 2.457, 4.916, 1.607, 2.647, 2.265, 4.067, 3.028, 4.207, 3.447, 1.878, 5.599, 3.0, 4.086, 3.158, 2.702, 3.442, 2.0, 828.375, 28.521, 7267.474, 0.0
3.65, 3.329, 3.293, 4.669, 5.665, 3.903, 1.002, 4.214, 4.926, 282.402, 1.202, 4.915, 4.042, 1.279, 2.637, 3.03, 1.106, 3.099, 2.626, 4.214, 4.906, 3.0, 1.151, 3.508, 3.312, 3.888, 2.0, 720.983, 27.076, 18216.243, 0.536
4.781, 3.379, 3.659, 3.44, 6.255, 2.92, 4.743, 1.967, 3.221, 67.002, 2.067, 3.074, 4.296, 2.96, 2.181, 4.095, 4.467, 3.89, 3.079, 1.344, 2.632, 3.0, 1.574, 3.372, 1.054, 3.095, 2.0, 493.876, 25.007, 2641.982, 0.536
4.193, 4.676, 4.661, 3.447, 8.154, 2.591, 2.318, 1.53, 1.19, 54.566, 1.768, 4.453, 1.577, 2.028, 2.634, 1.739, 2.65, 2.124, 1.869, 1.488, 2.37, 3.0, 2.737, 3.459, 2.353, 3.92, 2.0, 254.018, 20.702, 5321.658, 2.145
4.849, 4.388, 3.191, 2.813, 7.161, 1.517, 3.27, 4.267, 1.792, 63.936, 3.029, 3.112, 3.432, 2.489, 2.453, 5.265, 4.875, 2.836, 3.201, 3.69, 5.953, 3.0, 4.384, 3.612, 2.622, 3.512, 2.0, 288.51, 20.326, 835.882, 0.0
4.724, 3.909, 3.447, 2.6, 7.725, 1.566, 1.047, 5.515, 1.258, 34.277, 3.09, 3.751, 3.611, 1.951, 2.054, 3.258, 1.661, 2.339, 3.561, 2.941, 3.56, 3.0, 4.13, 3.049, 4.72, 3.152, 2.0, 132.826, 16.432, 505.248, 0.0
4.579, 2.818, 4.136, 3.4, 5.163, 3.612, 1.266, 2.665, 4.997, 167.114, 1.016, 3.319, 4.017, 3.765, 2.028, 4.127, 2.009, 4.54, 2.355, 1.229, 3.79, 3.0, 4.525, 3.223, 1.622, 3.558, 2.0, 597.424, 26.183, 16285.007, 0.804
2.95, 3.354, 3.295, 3.796, 5.119, 1.607, 3.586, 5.448, 2.637, 264.013, 3.619, 3.962, 1.795, 1.868, 2.963, 2.365, 3.556, 3.531, 2.672, 3.387, 2.323, 3.0, 4.175, 3.565, 3.618, 3.152, 2.0, 473.214, 23.521, 2502.533, 0.0
2.67, 5.411, 4.712, 4.714, 3.103, 3.409, 3.518, 1.481, 3.034, 134.923, 3.897, 3.929, 4.274, 2.397, 2.557, 4.856, 2.511, 2.083, 2.976, 4.33, 3.678, 3.0, 3.43, 3.915, 1.758, 3.196, 2.0, 247.617, 19.604, 1451.81, 0.536
4.229, 5.948, 4.721, 4.629, 5.539, 3.582, 4.208, 2.126, 2.301, 353.403, 3.062, 4.683, 4.319, 3.638, 2.882, 1.019, 1.464, 4.717, 1.289, 1.982, 2.6, 3.0, 5.637, 3.62, 4.593, 3.163, 2.0, 427.656, 23.714, 2905.303, 2.145
4.599, 2.923, 4.467, 3.529, 8.152, 3.03, 4.153, 2.613, 3.694, 92.086, 2.814, 3.109, 2.281, 2.649, 2.042, 5.418, 2.521, 2.607, 3.655, 1.735, 2.582, 3.0, 5.377, 3.523, 1.249, 3.234, 2.0, 490.129, 25.054, 2674.92, 0.0
3.94, 2.996, 4.003, 2.157, 4.017, 2.191, 3.343, 2.066, 2.621, 207.855, 2.903, 4.403, 1.93, 2.173, 2.82, 3.782, 4.38, 3.237, 1.134, 3.171, 5.419, 3.0, 1.97, 3.389, 1.368, 3.537, 2.0, 982.663, 30.355, 18145.805, 3.217
3.899, 5.495, 3.526, 3.062, 4.472, 3.92, 3.249, 3.434, 2.887, 186.153, 2.72, 3.715, 3.535, 3.129, 2.779, 2.962, 1.144, 3.73, 2.384, 3.094, 5.129, 3.0, 4.207, 3.894, 4.306, 3.471, 2.0, 1013.859, 30.59, 6292.512, 0.0
2.752, 2.621, 3.079, 4.027, 8.891, 3.457, 1.568, 5.164, 4.878, 342.533, 2.627, 4.384, 1.22, 2.979, 2.163, 4.238, 1.06, 2.418, 2.323, 2.206, 5.0, 3.0, 3.356, 3.107, 4.179, 3.726, 2.0, 839.864, 28.401, 18708.144, 0.536
3.537, 1.359, 3.394, 3.636, 5.093, 1.856, 2.809, 1.846, 1.262, 179.628, 1.891, 3.845, 2.134, 1.3, 2.74, 4.151, 4.442, 4.89, 1.097, 2.763, 3.884, 3.0, 5.388, 3.501, 4.217, 3.07, 2.0, 854.463, 28.943, 6221.389, 1.34
3.999, 4.356, 4.723, 3.027, 6.694, 2.228, 2.418, 1.616, 2.087, 43.275, 3.857, 3.298, 3.032, 1.943, 2.429, 5.26, 1.243, 3.94, 2.582, 1.07, 5.725, 3.0, 4.746, 3.526, 2.362, 3.537, 2.0, 192.62, 18.804, 3546.523, 0.536
4.005, 1.995, 3.136, 3.155, 4.143, 3.511, 4.013, 5.356, 4.861, 101.853, 2.6, 4.083, 2.195, 3.098, 2.398, 5.506, 4.942, 2.42, 3.328, 1.917, 2.666, 3.0, 1.553, 3.706, 3.653, 3.139, 2.0, 641.365, 25.238, 1254.417, 0.0
2.62, 4.856, 4.83, 2.479, 6.125, 2.274, 4.862, 3.283, 1.524, 111.467, 3.881, 4.088, 1.995, 1.026, 2.904, 5.732, 1.27, 2.181, 2.037, 2.069, 4.565, 3.0, 3.219, 3.825, 3.375, 3.473, 2.0, 499.891, 25.643, 3093.349, 1.072
4.539, 3.981, 4.048, 3.261, 4.943, 3.447, 4.725, 5.046, 3.29, 325.926, 3.15, 3.491, 1.297, 1.742, 2.446, 4.57, 3.125, 2.39, 1.509, 1.804, 4.696, 3.0, 5.218, 3.945, 4.953, 3.398, 2.0, 1720.601, 35.541, 5120.459, 1.609
3.571, 3.588, 4.003, 4.042, 5.08, 2.342, 4.399, 5.136, 4.737, 22.438, 3.08, 4.741, 4.438, 3.134, 2.202, 1.355, 3.848, 4.724, 2.482, 4.922, 2.311, 3.0, 2.144, 3.918, 1.881, 3.454, 2.0, 67.454, 12.974, 183.581, 1.34
2.781, 4.289, 3.923, 3.84, 6.296, 1.106, 2.823, 5.755, 3.43, 326.822, 3.694, 3.619, 2.494, 1.802, 2.864, 1.012, 1.74, 4.117, 2.116, 3.012, 4.045, 3.0, 4.8, 3.206, 2.683, 3.061, 2.0, 1021.81, 30.355, 5832.562, 0.0
3.241, 5.508, 4.902, 3.941, 6.101, 3.253, 1.845, 2.654, 3.758, 93.402, 3.461, 4.367, 2.326, 2.116, 2.623, 3.529, 2.558, 4.719, 1.022, 1.357, 5.516, 3.0, 1.166, 3.12, 2.593, 3.071, 2.0, 442.454, 24.07, 9552.63, 2.413
3.837, 2.149, 4.847, 4.037, 4.197, 2.924, 1.037, 1.867, 2.122, 144.329, 3.771, 4.445, 1.991, 2.739, 2.76, 2.001, 2.303, 2.942, 1.472, 1.886, 4.71, 3.0, 3.995, 3.738, 4.383, 3.24, 2.0, 424.81, 23.507, 8535.572, 2.145
3.626, 2.509, 3.178, 3.263, 3.249, 2.136, 2.614, 3.118, 3.152, 303.975, 2.591, 3.161, 4.524, 2.957, 2.039, 4.13, 3.036, 3.845, 2.564, 3.846, 5.478, 3.0, 3.464, 3.869, 4.362, 3.805, 2.0, 1307.128, 31.967, 7907.895, 0.0
4.937, 5.824, 4.696, 3.293, 5.998, 3.782, 2.103, 4.794, 4.64, 146.245, 2.614, 4.16, 2.289, 2.136, 2.982, 3.847, 4.614, 3.346, 1.793, 3.684, 2.047, 3.0, 2.023, 3.98, 3.085, 3.62, 2.0, 537.404, 23.779, 2139.09, 2.145
4.128, 1.677, 4.746, 4.264, 4.044, 3.179, 1.242, 2.526, 3.845, 153.591, 2.728, 3.382, 3.641, 3.584, 2.88, 3.411, 1.841, 3.049, 2.812, 3.746, 2.734, 3.0, 3.427, 3.553, 3.958, 3.128, 2.0, 259.233, 19.375, 3632.224, 0.536
2.304, 4.89, 4.7, 2.593, 9.77, 1.329, 1.329, 5.113, 4.407, 242.475, 2.774, 3.303, 2.913, 2.167, 2.411, 2.675, 1.281, 2.272, 3.015, 3.822, 3.302, 3.0, 4.533, 3.116, 4.768, 3.983, 2.0, 350.406, 21.515, 2297.545, 0.536
4.234, 1.346, 4.386, 4.692, 7.583, 1.684, 4.067, 1.896, 2.301, 247.274, 2.855, 3.066, 3.877, 2.208, 2.146, 3.589, 1.325, 3.461, 3.006, 2.771, 4.905, 3.0, 4.932, 3.354, 1.651, 3.573, 2.0, 753.603, 28.873, 10871.905, 0.536
3.294, 3.506, 3.692, 3.041, 8.766, 3.636, 3.679, 2.208, 2.812, 27.342, 1.01, 3.736, 1.234, 1.322, 2.464, 1.517, 2.07, 2.76, 2.433, 1.111, 5.437, 3.0, 2.629, 3.874, 1.363, 3.592, 2.0, 311.022, 21.842, 8483.041, 0.536
4.719, 4.521, 4.69, 2.203, 8.641, 2.31, 3.508, 4.885, 4.925, 241.821, 3.518, 3.908, 4.28, 3.344, 2.374, 4.857, 2.597, 2.783, 3.54, 3.078, 4.568, 3.0, 4.317, 3.386, 3.202, 3.427, 2.0, 460.613, 23.593, 2426.196, 0.0
3.474, 3.713, 4.925, 3.067, 6.272, 3.44, 4.501, 5.269, 4.371, 195.686, 1.509, 4.762, 2.64, 2.684, 2.323, 1.581, 3.761, 4.491, 1.759, 3.409, 3.508, 3.0, 1.017, 3.04, 3.219, 3.913, 2.0, 823.781, 27.826, 5341.537, 2.145
4.467, 4.592, 3.445, 4.803, 8.577, 3.897, 1.625, 1.669, 3.949, 192.555, 3.645, 4.844, 4.34, 1.64, 2.316, 5.206, 2.09, 4.547, 3.172, 1.213, 5.232, 3.0, 3.863, 3.051, 2.887, 3.073, 2.0, 569.443, 26.129, 10250.275, 0.0
4.129, 4.872, 4.863, 2.666, 7.265, 2.519, 3.519, 4.729, 1.353, 17.939, 3.215, 4.355, 3.55, 3.22, 2.54, 5.42, 3.292, 2.81, 3.128, 1.565, 4.052, 3.0, 4.97, 3.48, 2.474, 3.281, 2.0, 46.544, 11.993, 193.641, 0.0
4.557, 5.042, 3.959, 2.475, 8.67, 3.345, 3.526, 3.463, 3.439, 130.747, 3.007, 4.488, 3.568, 2.278, 2.582, 2.061, 3.846, 3.34, 2.251, 3.916, 5.697, 3.0, 3.634, 3.843, 2.972, 3.503, 2.0, 630.683, 25.783, 4182.124, 0.536
4.798, 4.843, 3.601, 3.161, 8.215, 2.374, 1.56, 3.378, 2.621, 173.41, 2.595, 3.883, 2.49, 3.621, 2.155, 3.222, 4.869, 3.838, 2.863, 4.821, 2.036, 3.0, 4.97, 3.195, 1.222, 3.02, 2.0, 375.108, 22.182, 1884.831, 0.0
4.968, 1.14, 3.89, 4.108, 5.878, 2.74, 3.976, 2.231, 3.219, 329.24, 1.618, 3.992, 1.321, 3.532, 2.618, 5.706, 3.922, 3.213, 1.079, 4.442, 4.837, 3.0, 4.591, 3.551, 4.566, 3.399, 2.0, 1232.173, 30.902, 5781.438, 1.34
4.092, 4.554, 4.347, 4.086, 9.227, 3.065, 1.024, 5.828, 4.955, 311.25, 1.211, 3.209, 1.99, 2.518, 2.876, 5.789, 2.752, 2.935, 3.508, 1.794, 4.92, 3.0, 1.508, 3.795, 4.02, 3.479, 2.0, 1023.097, 29.741, 11962.134, 0.268
3.802, 5.473, 3.212, 2.694, 8.036, 3.19, 4.549, 1.612, 3.033, 91.427, 3.506, 4.029, 2.427, 3.278, 2.026, 3.22, 2.67, 2.385, 2.901, 2.412, 4.504, 3.0, 3.93, 3.658, 4.831, 3.736, 2.0, 430.482, 23.24, 1930.944, 0.536
4.51, 2.643, 3.743, 3.243, 9.8, 2.4, 4.744, 1.927, 4.557, 35.872, 3.956, 3.63, 3.285, 3.483, 2.71, 4.777, 3.526, 3.211, 1.384, 2.322, 5.991, 3.0, 1.609, 3.55, 2.702, 3.168, 2.0, 163.634, 17.197, 1628.035, 1.34
2.195, 3.197, 3.326, 4.931, 5.829, 3.684, 1.451, 2.691, 3.984, 122.499, 3.951, 3.546, 4.457, 2.067, 2.378, 4.758, 4.156, 2.48, 3.205, 4.925, 2.786, 3.0, 3.25, 3.982, 1.678, 3.43, 2.0, 286.391, 20.192, 1447.495, 0.0
2.463, 1.918, 3.875, 4.778, 7.205, 3.828, 2.818, 2.56, 3.396, 152.851, 1.191, 3.999, 3.32, 2.481, 2.309, 5.642, 1.654, 4.854, 2.704, 3.79, 4.854, 3.0, 2.858, 3.126, 2.609, 3.604, 2.0, 986.976, 30.288, 9574.29, 0.268
4.317, 2.124, 3.301, 3.134, 3.483, 3.173, 2.745, 3.885, 1.526, 251.262, 1.225, 3.714, 2.4, 3.659, 2.497, 5.189, 2.088, 4.797, 1.329, 3.524, 2.098, 3.0, 5.321, 3.003, 2.835, 3.419, 2.0, 867.535, 29.473, 7597.304, 1.34
2.799, 3.54, 4.346, 2.002, 8.965, 3.651, 3.126, 4.128, 3.798, 21.299, 1.686, 4.682, 2.984, 1.522, 2.053, 5.882, 3.63, 3.273, 3.866, 4.68, 4.367, 3.0, 1.858, 3.955, 4.501, 3.618, 2.0, 202.155, 17.794, 408.788, 0.0
2.017, 2.71, 3.058, 3.292, 4.927, 2.761, 4.147, 2.679, 2.799, 252.938, 1.625, 4.603, 2.276, 1.139, 2.351, 4.068, 2.875, 4.151, 3.315, 2.458, 3.185, 3.0, 1.533, 3.415, 3.121, 3.633, 2.0, 2118.855, 38.539, 16188.633, 0.0
2.272, 5.303, 3.947, 2.039, 3.83, 1.93, 4.454, 2.608, 4.203, 319.515, 3.753, 4.925, 2.336, 3.491, 2.974, 3.837, 2.127, 4.643, 2.502, 3.757, 5.994, 3.0, 2.154, 3.153, 2.858, 3.468, 2.0, 1253.142, 31.998, 10268.295, 1.072
4.429, 3.492, 4.722, 3.945, 9.231, 3.679, 2.847, 2.261, 2.396, 67.402, 3.498, 3.341, 2.394, 2.562, 2.637, 5.579, 4.649, 3.485, 1.776, 4.864, 3.562, 3.0, 1.064, 3.613, 2.236, 3.312, 2.0, 345.084, 21.219, 1648.781, 1.877
2.266, 2.736, 4.089, 2.801, 3.249, 1.615, 3.991, 1.331, 3.122, 305.364, 2.375, 3.931, 3.231, 1.479, 2.96, 4.721, 1.261, 3.928, 2.201, 1.702, 3.242, 3.0, 2.429, 3.658, 2.27, 3.061, 2.0, 1149.926, 32.368, 23839.441, 1.072
2.547, 2.993, 4.121, 4.504, 5.674, 1.65, 3.837, 5.162, 1.568, 101.179, 1.353, 3.175, 1.509, 2.056, 2.831, 1.954, 3.249, 2.371, 2.626, 4.234, 4.268, 3.0, 2.587, 3.068, 1.449, 3.278, 2.0, 397.78, 22.893, 2261.28, 1.609
4.251, 3.785, 4.816, 3.632, 4.133, 3.976, 3.453, 5.067, 4.232, 205.229, 1.064, 3.182, 2.92, 1.255, 2.675, 3.134, 1.011, 2.266, 2.073, 2.254, 4.952, 3.0, 1.139, 3.075, 1.491, 3.44, 2.0, 1649.495, 36.425, 21473.217, 1.34
2.75, 3.026, 4.673, 4.215, 8.776, 2.627, 4.506, 2.197, 4.266, 340.548, 3.879, 3.296, 2.829, 2.596, 2.938, 1.576, 3.387, 4.446, 2.315, 1.099, 4.845, 3.0, 1.389, 3.212, 3.787, 3.3, 2.0, 1637.724, 34.949, 14211.216, 0.536
2.364, 3.769, 4.289, 2.256, 4.539, 3.804, 1.567, 3.821, 4.493, 183.496, 3.222, 3.917, 4.185, 3.909, 2.984, 3.181, 3.871, 4.279, 2.129, 2.674, 4.1, 3.0, 4.203, 3.291, 2.332, 3.251, 2.0, 475.523, 23.716, 4648.77, 0.536
2.844, 3.811, 4.244, 4.929, 5.417, 2.153, 2.208, 2.683, 4.964, 69.542, 2.672, 3.956, 2.648, 3.588, 2.171, 1.937, 2.295, 3.303, 3.536, 1.394, 2.853, 3.0, 2.279, 3.544, 3.765, 3.128, 2.0, 149.92, 17.118, 2344.152, 0.0
4.847, 2.264, 4.892, 4.45, 4.354, 1.711, 1.094, 3.012, 2.088, 71.941, 2.932, 4.316, 2.41, 3.266, 2.299, 1.079, 4.86, 2.768, 2.257, 4.291, 2.397, 3.0, 1.937, 3.583, 4.539, 3.637, 2.0, 137.029, 16.154, 786.008, 2.145
4.336, 1.547, 4.976, 2.157, 9.359, 1.054, 3.85, 4.595, 1.623, 87.605, 3.354, 3.931, 4.348, 2.039, 2.27, 4.229, 3.082, 2.553, 2.794, 4.302, 4.799, 3.0, 1.918, 3.752, 4.617, 3.787, 2.0, 364.23, 22.112, 869.418, 1.072
3.745, 4.443, 3.24, 3.073, 6.349, 3.107, 1.286, 3.004, 4.938, 100.607, 1.68, 3.235, 3.468, 3.658, 2.091, 3.286, 3.253, 3.471, 2.607, 2.155, 2.399, 3.0, 1.627, 3.821, 2.175, 3.34, 2.0, 420.907, 23.18, 7301.83, 0.536
3.443, 2.09, 4.792, 2.912, 8.662, 1.107, 3.427, 2.543, 4.242, 33.968, 2.543, 4.124, 1.077, 3.755, 2.919, 4.933, 4.723, 4.609, 3.335, 1.877, 2.521, 3.0, 2.606, 3.543, 3.842, 3.923, 2.0, 208.576, 18.178, 557.284, 1.072
4.169, 2.188, 3.167, 2.276, 8.779, 3.281, 3.332, 4.478, 3.892, 12.211, 2.88, 4.036, 1.246, 2.489, 2.957, 5.271, 1.067, 4.998, 1.301, 3.698, 4.479, 3.0, 2.289, 3.81, 3.478, 3.053, 2.0, 151.264, 17.043, 1183.735, 1.609
4.225, 4.229, 3.35, 3.712, 3.847, 1.449, 2.406, 5.726, 4.535, 268.666, 3.54, 4.524, 2.578, 3.301, 2.435, 3.078, 2.054, 3.394, 3.902, 1.418, 4.36, 3.0, 5.563, 3.147, 3.188, 3.479, 2.0, 609.248, 26.324, 3452.206, 0.536
4.923, 4.406, 4.58, 3.951, 8.389, 2.254, 4.636, 2.36, 2.997, 273.578, 2.796, 4.249, 3.587, 1.055, 2.325, 5.062, 1.269, 2.231, 1.631, 1.979, 3.035, 3.0, 2.025, 3.296, 4.825, 3.95, 2.0, 954.895, 29.906, 6256.043, 2.145
4.575, 3.171, 3.925, 3.253, 9.696, 1.523, 4.112, 1.594, 4.827, 380.17, 1.265, 4.844, 2.89, 2.349, 2.033, 3.226, 3.009, 3.914, 2.27, 2.068, 3.264, 3.0, 1.266, 3.191, 4.194, 3.1, 2.0, 1052.589, 30.604, 17680.125, 1.072
2.745, 5.413, 4.89, 3.845, 9.177, 3.813, 4.555, 1.057, 3.777, 354.94, 2.968, 3.711, 1.887, 2.331, 2.283, 5.459, 2.278, 4.304, 2.723, 2.025, 4.052, 3.0, 2.531, 3.985, 3.135, 3.056, 2.0, 1748.025, 36.486, 16434.568, 0.536
4.316, 5.1, 4.442, 3.838, 9.148, 1.176, 4.616, 5.031, 2.944, 335.539, 2.457, 4.146, 1.429, 2.905, 2.751, 2.843, 4.375, 2.36, 2.785, 1.598, 2.396, 3.0, 1.844, 3.832, 4.865, 3.291, 2.0, 959.914, 28.665, 1841.882, 2.145
2.685, 2.122, 4.394, 3.475, 4.636, 1.635, 2.242, 2.11, 3.48, 113.765, 1.058, 4.938, 1.755, 3.747, 2.775, 1.224, 4.174, 2.682, 2.473, 4.471, 3.39, 3.0, 2.252, 3.763, 3.482, 3.439, 2.0, 348.654, 21.173, 2464.921, 2.145
2.289, 5.196, 4.675, 3.685, 6.828, 2.494, 1.518, 1.677, 1.82, 355.369, 3.818, 3.997, 4.617, 2.739, 2.436, 4.195, 3.063, 3.248, 1.734, 1.73, 3.438, 3.0, 5.061, 3.624, 4.088, 3.656, 2.0, 334.118, 21.74, 4355.635, 1.609
3.97, 2.124, 4.567, 4.575, 7.526, 2.803, 3.088, 5.405, 2.599, 141.719, 2.993, 4.698, 2.902, 1.086, 2.404, 2.745, 4.798, 4.543, 2.045, 2.866, 3.485, 3.0, 1.367, 3.878, 1.549, 3.277, 2.0, 584.121, 25.493, 4205.743, 1.609
4.562, 1.677, 4.191, 2.481, 4.966, 2.935, 2.044, 4.697, 1.927, 20.06, 1.84, 4.054, 2.127, 1.413, 2.518, 4.286, 1.894, 4.044, 2.424, 1.369, 5.464, 3.0, 5.675, 3.489, 3.709, 3.703, 2.0, 97.999, 15.299, 1546.409, 1.072
